TID,EngTitle,EngPurpose,LocalTitle,LocalPurpose,Type,Value,Value2,Count,RemoveItem,WorldTID,MapXYZ
742,QMT_Title_000174,QMT_Purpose_000174,在当天的不是一个网关，则必须使用艾格尼丝交谈。,Agnes和对话,2,5031,0,1,0,2000,3998.74|4548.18|268.69
743,QMT_Title_000175,QMT_Purpose_000175,请使用守护石安吉丽娜。,安吉丽娜可以使用守护石,4,21132,0,1,1,2000,3880.74|4180.10|255.67
751,QMT_Title_000176,QMT_Purpose_000176,请在中央广场使用罗尼埃尔的秘术书。,使用罗尼埃尔的秘术书,4,21149,0,1,1,2000,3440.06|4092.88|190.55
755,QMT_Title_000177,QMT_Purpose_000177,请检索召唤物存在的记忆雕塑。,取得记忆雕塑,3,21154,0,1,1,2000,3310.82|4234.82|164.03
756,QMT_Title_000178,QMT_Purpose_000178,援助召唤混乱的存在,净化混乱的存在,1,350410,0,1,0,2000,3310.82|4234.82|164.03
761,QMT_Title_000179,QMT_Purpose_000179,请摧毁布什内尔公墓的泰利雅之茧。,破坏泰利雅之茧,1,4576,0,5,0,2000,3205.82|4464.87|182.94
862,QMT_Title_000180,QMT_Purpose_000180,请传唤援助消灭不成熟的骷髅兵。,消灭不成熟的骷髅士兵,1,350411,0,5,0,2000,3205.82|4464.87|182.94
762,QMT_Title_000181,QMT_Purpose_000181,在贝尔公墓，你必须杀死派皮勒下人泰利雅。,杀死大蜘蛛,1,4575,0,1,0,2000,3150.59|4340.47|182.49
771,QMT_Title_000182,QMT_Purpose_000182,请使用神圣净化石在中央公墓布什内尔维尔。,使用神圣净化石,4,21159,0,1,1,2000,3206.51|4390.24|173.88
863,QMT_Title_000183,QMT_Purpose_000183,请杀召唤出的黑暗魔道士。,黑暗魔道士,1,350412,0,1,0,2000,3206.51|4390.24|173.88
775,QMT_Title_000184,QMT_Purpose_000184,请大通的交谈。,大通和谈话,2,5071,0,1,0,2000,3357.88|3865.85|178.53
781,QMT_Title_000185,QMT_Purpose_000185,请杀了瘟疫雾主人拉扎露斯。,杀瘟疫雾主人,1,4593,0,1,0,2000,3490.74|3682.90|75.10
864,QMT_Title_000186,QMT_Purpose_000186,请采摘瘟疫雾主人拉扎露斯的口袋。,瘟疫口袋回收,3,21179,0,1,1,2000,3490.74|3682.90|75.10
785,QMT_Title_000187,QMT_Purpose_000187,请击杀亡者之主卡德尼尔。,击杀卡德尼尔,1,4604,0,1,0,2000,3185.16|3703.84|74.99
865,QMT_Title_000188,QMT_Purpose_000188,请击杀亡者之主卡德尼尔并收回他的灵魂雕塑。,回收卡德尼尔的灵魂雕塑,3,21186,0,1,1,2000,3185.16|3703.84|74.99
791,QMT_Title_000189,QMT_Purpose_000189,请用扭曲的灵魂结晶在村前一块空地。,使用扭曲灵魂结晶,4,21191,0,1,1,2000,3425.17|3800.45|182.05
866,QMT_Title_000190,QMT_Purpose_000190,请净化召唤的灵魂扭曲的外观。,净化灵魂的扭曲形象,1,350415,0,1,0,2000,3425.17|3800.45|182.05
795,QMT_Title_000191,QMT_Purpose_000191,请从空地上的深渊牺牲者收集扭曲灵魂石。,收集扭曲的灵魂石,3,21194,0,10,1,2000,3635.58|3971.79|218.45
801,QMT_Title_000192,QMT_Purpose_000192,请在空地用纯化的灵魂石。,使用纯净灵魂石,4,21196,0,1,1,2000,3616.16|3929.55|212.59
805,QMT_Title_000193,QMT_Purpose_000193,请在格莱德农场击杀混沌契约者罗兹伦。,击杀混沌契约者罗兹伦,1,4615,0,1,0,2000,3749.09|3903.84|231.01
867,QMT_Title_000194,QMT_Purpose_000194,请在格莱德农场击杀混沌契约者罗兹伦并拿到他的魔法石。,回收魔法石,3,21203,0,1,1,2000,3749.09|3903.84|231.01
811,QMT_Title_000195,QMT_Purpose_000195,杀红月部队的调查兵与暗杀者，并拿回指令书。,获得红月部队指令书,3,21206,0,7,1,2000,3894.93|3876.73|226.98
815,QMT_Title_000196,QMT_Purpose_000196,请击杀混沌契约者罗兹伦。,击杀混沌契约者罗兹伦,1,4624,0,1,0,2000,3992.31|4042.19|250.92
868,QMT_Title_000197,QMT_Purpose_000197,请击杀混沌契约者罗兹伦，并获得魔法书。,获得魔法书,3,21212,0,1,1,2000,3992.31|4042.19|250.92
821,QMT_Title_000198,QMT_Purpose_000198,杀红月部队突击兵，请收回混乱的结晶。,回收混沌结晶,3,21215,0,7,1,2000,3982.29|3802.56|230.03
831,QMT_Title_000199,QMT_Purpose_000199,请摧毁鲜血晶石。,破坏鲜血晶石,1,4651,0,1,0,2000,3729.01|3740.72|269.50
869,QMT_Title_000200,QMT_Purpose_000200,请击杀传唤出来的堕落鲜血的守护者。,杀堕落鲜血的守护者,1,350423,0,1,0,2000,3729.01|3740.72|269.50
870,QMT_Title_000201,QMT_Purpose_000201,请将堕落鲜血的守护者的鲜血刻印收取。,鲜血的刻印,3,21231,0,1,1,2000,3729.01|3740.72|269.50
832,QMT_Title_000202,QMT_Purpose_000202,请销毁灵魂晶石。,破坏灵魂晶石,1,4652,0,1,0,2000,3831.41|3802.37|269.51
871,QMT_Title_000203,QMT_Purpose_000203,请击杀传唤出来的堕落灵魂的守护者。,击杀灵魂的守护者,1,350424,0,1,0,2000,3831.41|3802.37|269.51
872,QMT_Title_000204,QMT_Purpose_000204,请带回堕落的灵魂守护者的记忆。,堕落灵魂的记忆,3,21232,0,1,1,2000,3831.41|3802.37|269.51
833,QMT_Title_000205,QMT_Purpose_000205,请摧毁黑暗的晶石。,破坏黑暗晶石,1,4653,0,1,0,2000,3917.75|3762.16|266.15
873,QMT_Title_000206,QMT_Purpose_000206,请杀死完全黑暗的灵魂。,杀死完整黑暗灵魂,1,4654,0,1,0,2000,3917.75|3762.16|266.15
874,QMT_Title_000207,QMT_Purpose_000207,请将完全黑暗的黑暗灵魂的记忆收集。,获得黑暗记忆,3,21233,0,1,1,2000,3917.75|3762.16|266.15
841,QMT_Title_000208,QMT_Purpose_000208,请使用雷伊封印石在城堡入口。,使用雷伊封印石,4,21236,0,1,1,2000,3731.07|3687.36|263.04
842,QMT_Title_000209,QMT_Purpose_000209,在克拉里奥斯营地宝物箱，请收回光之圣书。,获得圣经,3,21237,0,1,1,2000,3916.87|3734.95|266.46
851,QMT_Title_000210,QMT_Purpose_000210,请艾丽西亚交谈。,艾丽西亚和对话,2,1045,0,1,0,2500,242.83|236.21|165.30
852,QMT_Title_000211,QMT_Purpose_000211,请杀死四名士兵。,击杀首都防御师团士兵,1,4666,0,4,0,2500,111.62|427.27|192.71
875,QMT_Title_000212,QMT_Purpose_000212,请消灭士兵死后召唤的堕落灵魂。,杀死堕落灵魂,1,350427,0,4,0,2500,111.62|427.27|192.71
853,QMT_Title_000213,QMT_Purpose_000213,请使用钢铁的气息西北军营圣经的传票。,用圣经的传票,4,21239,0,1,1,2500,111.62|427.27|192.71
876,QMT_Title_000214,QMT_Purpose_000214,请杀死首都防御师团将军布雷伊德。,击杀将军,1,4665,0,1,1,2500,111.62|427.27|192.71
877,QMT_Title_000215,QMT_Purpose_000215,请消灭将军死后召唤出的黑暗的灵魂。,击杀黑暗之魂,1,350426,0,1,1,2500,111.62|427.27|192.71
854,QMT_Title_000216,QMT_Purpose_000216,请在空地使用的神圣卷轴。,使用神圣的卷轴,4,21240,0,1,1,2500,256.07|285.16|186.59
855,QMT_Title_000217,QMT_Purpose_000217,请哲科钢一口气谈。,艾丁谈话,2,132,0,1,0,2500,256.85|424.24|209.96
856,QMT_Title_000218,QMT_Purpose_000218,使用爱丁堡的移动顺序。,爱丁堡移动订单,4,21241,0,1,1,2000,0
901,QMT_Title_000219,QMT_Purpose_000219,得到驱逐舰藤蔓森林摆脱靛蓝。,藤驱逐舰,1,5501,0,10,0,2000,0
902,QMT_Title_000220,QMT_Purpose_000220,请收回藤蔓驱逐舰的财物。,藤杂志突破性物品回收,3,21406,0,10,1,2000,0
911,QMT_Title_000221,QMT_Purpose_000221,携带在CAS职业标本谁研究处理设施,随身携带的标本卡斯援助,1,5514,0,1,0,2000,0
915,QMT_Title_000222,QMT_Purpose_000222,召唤梦大鳄援助,召唤梦大鳄援助,1,350502,0,1,0,2000,0
912,QMT_Title_000223,QMT_Purpose_000223,日落在La缺失数据采集的援助后，,数据丢失,3,21418,0,1,1,2000,0
921,QMT_Title_000224,QMT_Purpose_000224,杀死在梦中梦中收集巢大鳄,梦幻收藏家援助,1,5521,0,10,0,2000,0
922,QMT_Title_000225,QMT_Purpose_000225,梦想物品收藏家援助poekdeuk后珍藏的梦想,收购珍藏梦想物品,3,21415,0,10,1,2000,0
926,QMT_Title_000226,QMT_Purpose_000226,在确定使用噩梦梦巢大鳄,确定使用噩梦,4,21429,0,1,1,2000,0
927,QMT_Title_000227,QMT_Purpose_000227,开拓者教会的召唤梦魇,开拓者教会的召唤梦魇,1,350504,0,1,0,2000,0
931,QMT_Title_000228,QMT_Purpose_000228,从阴影中使用珠真理箭头守军,使用珠真相,4,21436,0,1,1,2000,0
932,QMT_Title_000229,QMT_Purpose_000229,阿尔召唤日落凯恩援助,烷烃治疗日落,1,350508,0,1,0,2000,0
933,QMT_Title_000230,QMT_Purpose_000230,密封后的滚动回收烷烃治疗日落,密封滚动恢复,3,21437,0,1,1,2000,0
936,QMT_Title_000231,QMT_Purpose_000231,不祥的蔚蓝色湖泊湖猎人援助,倒霉的猎人湖,1,5543,0,10,0,2000,0
937,QMT_Title_000232,QMT_Purpose_000232,召唤梦大鳄援助,召唤梦大鳄,1,350510,0,10,0,2000,0
941,QMT_Title_000233,QMT_Purpose_000233,水晶球上采用蔚蓝色的湖水梗,使用水晶球梗,4,21441,0,1,1,2000,0
942,QMT_Title_000234,QMT_Purpose_000234,开拓者教会的召唤梦魇,开拓者教会的召唤梦魇,1,350511,0,1,0,2000,0
946,QMT_Title_000235,QMT_Purpose_000235,确定噩梦的破坏噩梦的山丘,确定一个噩梦的破坏,1,5566,0,1,0,2000,0
951,QMT_Title_000236,QMT_Purpose_000236,转发到梗机密文件,转发到梗机密文件,7,21458,0,1,1,2000,0
956,QMT_Title_000237,QMT_Purpose_000237,在噩梦巢土地使用决策,土地使用决策,4,21464,0,1,1,2000,0
961,QMT_Title_000238,QMT_Purpose_000238,名称reongseo收购莱文沃思的,名称reongseo收购莱文沃思的,3,21475,0,1,1,2000,0
966,QMT_Title_000239,QMT_Purpose_000239,使用珠真相,使用珠真相,4,21480,0,1,1,2000,0
967,QMT_Title_000240,QMT_Purpose_000240,罗德里戈教堂夕阳,罗德里戈教堂夕阳,1,350525,0,1,0,2000,0
971,QMT_Title_000241,QMT_Purpose_000241,德升在遗忘去升排量的治疗,湮灭德升援助,1,5592,0,5,0,2000,0
975,QMT_Title_000242,QMT_Purpose_000242,在升德驱逐舰援助德升排量,德升驱逐舰援助,1,5593,0,5,0,2000,0
972,QMT_Title_000243,QMT_Purpose_000243,德雷蒂罗在乌斯季升排量援助,视网膜内部处理,1,5594,0,1,0,2000,0
981,QMT_Title_000244,QMT_Purpose_000244,使用珠卡塔尼亚的袋子郊区恐惧净化,加州采用纯珠,4,21492,0,1,1,2000,0
985,QMT_Title_000245,QMT_Purpose_000245,红色的眼睛空洞召见治疗,空置治疗赤眼,1,350527,0,1,0,2000,0
982,QMT_Title_000246,QMT_Purpose_000246,日落严重承包商恐怖势力的治疗,夕阳的承包商援助,1,5604,0,5,0,2000,0
986,QMT_Title_000247,QMT_Purpose_000247,在夕阳的收购协议部队营地的恐惧,夕阳的收购协议,3,21494,0,5,1,2000,0
991,QMT_Title_000248,QMT_Purpose_000248,刀片术士援助认真部队,刀片术士势力的追杀,1,5613,0,5,0,2000,0
995,QMT_Title_000249,QMT_Purpose_000249,药剂收购术士,药剂收购术士,3,21497,0,5,1,2000,0
992,QMT_Title_000250,QMT_Purpose_000250,从刀片鲁真诚袋砂砾果实中提取,吕果砂砾收购,3,21499,0,5,1,2000,0
1001,QMT_Title_000251,QMT_Purpose_000251,阵亡黄昏的暮色中的鸟巢承包商,杀死在暮色承包商,1,5625,0,5,0,2000,0
1005,QMT_Title_000252,QMT_Purpose_000252,获取文件暮光之城,获取文件暮光之城,3,21502,0,5,1,2000,0
1002,QMT_Title_000253,QMT_Purpose_000253,睡觉睡到刺的荆棘的生产设备毁于巢,睡眠可见生产设备被毁,1,5626,0,5,0,2000,0
1006,QMT_Title_000254,QMT_Purpose_000254,召唤小睡眠援助的知名度,儿童睡眠援助的知名度,1,350529,0,5,0,2000,0
1011,QMT_Title_000255,QMT_Purpose_000255,在教会黎明巨头睡袋可见严重,沉睡的巨人刺治疗,1,5635,0,1,0,2000,0
1015,QMT_Title_000256,QMT_Purpose_000256,此次收购的核沉睡的巨人刺,此次收购的核沉睡的巨人刺,3,21511,0,1,1,2000,0
1012,QMT_Title_000257,QMT_Purpose_000257,在日升排量的力量黎明巨大的援助,巨德升援助,1,5636,0,1,0,2000,0
1016,QMT_Title_000258,QMT_Purpose_000258,收购核电巨头德升,收购核电巨头德升,3,21512,0,1,1,2000,0
1013,QMT_Title_000259,QMT_Purpose_000259,莎拉用来召唤订单,莎拉用来召唤订单,4,21516,0,1,1,2000,0
1017,QMT_Title_000260,QMT_Purpose_000260,召唤教会的黑暗起源,的暗处理的原点,1,350531,0,2,0,2000,0
1111,,,邪恶的援助空虚,虚无的恶灵,1,1702,0,1,0,2000,2444.43|5240.47|17.65
1112,,,黑暗中恢复件,黑暗雕塑,3,20267,0,1,1,2000,2444.43|5240.47|17.65
1115,,,洛聘魔法师,洛聘魔法师,1,1703,0,1,0,2000,2348.92|5250.51|15.77
1117,,,恢复黑暗的结晶,黑暗结晶,3,20228,0,1,1,2000,2348.92|5250.51|15.77
1121,,,使用利特拉传送卷,使用利特拉传送卷,4,20245,0,1,1,2000,0
1122,,,未知文件收集,未知文件收集,3,20244,0,1,1,2000,2481.92|5530.65|41.14
1123,,,堕落宁静湖,干掉堕落宁静湖,1,1706,0,1,0,2000,2502.65|5515.16|34.86
1131,,,使用莱伊拉传送卷,使用莱伊拉传送卷,4,20246,0,1,1,2000,0
1132,,,干掉理查德曼巫师,理查德曼巫师,1,713,0,1,0,2000,2440.56|5711.54|12.82
1141,,,夜幕暗杀组,夜幕暗杀组,1,722,0,3,0,2000,2296.84|5586.09|11.05
1142,,,黑暗指令,黑暗指令,3,20233,0,3,1,2000,2296.84|5586.09|11.05
1145,,,巨人布考拉,巨人布考拉,1,1710,0,1,0,2000,2361.04|5909.73|10.38
1147,,,巨人腕龙,巨人腕龙,3,20258,0,1,1,2000,2361.04|5909.73|10.38
1151,,,击败纯白卡尔坎,纯白卡尔坎,1,1713,0,1,0,2000,2501.03|6088.26|40.53
1153,,,拾取狼之精髓,狼之精髓,3,20263,0,1,1,2000,2501.03|6088.26|40.53
1152,,,董事赖安堂贝尔格莱德裂纹,董事赖安堂贝尔格莱德裂纹,1,1716,0,1,0,2000,2103.04|6085.41|14.42
1154,,,扭曲的空间核集合,扭曲的空间核集合,3,20264,0,1,1,2000,2103.04|6085.41|14.42
1155,,,龟裂的黑魔法师,龟裂的黑魔法师,1,1717,0,4,0,2000,2194.34|6024.81|15.18
1156,,,使用净化空间之核,使用净化空间之核,4,20266,0,1,1,2000,2157.53|5945.63|12.11
1157,,,击败召唤鲁坎之影子,召唤鲁坎之影子,1,350019,0,1,0,2000,2157.53|5945.63|12.11
1171,,,对于安德移动订单,对于安德移动订单,4,20247,0,1,1,2000,0
10001,QMT_Title_000271,QMT_Purpose_000271,在与罗德尼村西门口谈话,罗德尼和对话,2,1004,0,1,0,2000,1713.94|4760.07|68.67
10002,QMT_Title_000272,QMT_Purpose_000272,西边的哥布林营地击杀哥布林,击杀哥布林,1,501,0,2,0,2000,1689.95|4741.98|71.50
10003,QMT_Title_000273,QMT_Purpose_000273,哥布林营地击杀哥布林池塘抢夺者,击杀哥布林池塘抢夺者,1,502,0,1,0,2000,1632.49|4658.46|71.07
10007,QMT_Title_000274,QMT_Purpose_000274,消息传递是未知悄悄话给道格拉斯,道格拉斯发表消息,7,20001,0,1,1,2000,1735.75|4637.67|68.59
10008,QMT_Title_000275,QMT_Purpose_000275,克里斯货物交付给信息部分,克里斯货物交付给,7,20002,0,1,1,2000,1793.44|4749.93|70.26
10012,QMT_Title_000276,QMT_Purpose_000276,丘陵哥布林营地收集哥布林弓箭手的皮革,收集哥布林弓箭手的皮革,3,20007,0,3,1,2000,1797.97|4628.78|63.96
10013,QMT_Title_000277,QMT_Purpose_000277,丘陵哥布林营地收集哥布林袭击者的棍棒,收集哥布林袭击者的棍棒,3,20008,0,3,1,2000,1797.97|4628.78|63.96
10014,QMT_Title_000278,QMT_Purpose_000278,丘陵哥布林营地收集哥布林的粮食袋子,哥布林的食品袋收集,3,20009,0,4,1,2000,1871.47|4639.97|66.52
10021,QMT_Title_000279,QMT_Purpose_000279,去哥布林出没的周围找到项链坠,找回露西的项链坠,3,20010,0,1,1,2000,1797.97|4628.78|63.96
10028,QMT_Title_000280,QMT_Purpose_000280,丘陵哥布林营地击杀哥布林山丘抢夺者,击杀哥布林山丘抢夺者,1,513,0,1,0,2000,1867.20|4639.07|65.76
10024,QMT_Title_000281,QMT_Purpose_000281,指挥官道格拉斯和对话,道格拉斯和谈话,2,1001,0,1,0,2000,1735.75|4637.67|68.59
10025,QMT_Title_000282,QMT_Purpose_000282,丘陵哥布林营地搜寻侦察兵,搜索侦察兵,2,1021,0,1,0,2000,1925.00|4647.87|68.17
10026,QMT_Title_000283,QMT_Purpose_000283,为安抚冤魂，击杀哥布林袭击者,击杀哥布林袭击者,1,511,0,1,0,2000,1839.41|4654.54|64.79
10029,QMT_Title_000284,QMT_Purpose_000284,为安抚冤魂，击杀哥布林弓箭手,击杀哥布林弓箭手,1,512,0,1,0,2000,1839.41|4654.54|64.79
10030,QMT_Title_000285,QMT_Purpose_000285,供给品箱中收集食粮,收集用品,3,20012,0,1,1,2000,1747.76|4630.72|68.59
10035,QMT_Title_000286,QMT_Purpose_000286,丘陵哥布林营地击杀黑魔法师,击杀黑魔法师,1,514,0,1,0,2000,1930.44|4646.00|68.59
10051,QMT_Title_000287,QMT_Purpose_000287,使用后去识别紧急情况下的订单,使用紧急传送卷,4,20222,0,1,1,2000,0
10052,QMT_Title_000288,QMT_Purpose_000288,击杀周围的大贝斯帕德,击杀大贝斯帕德,1,531,0,3,0,2000,1874.33|5026.25|123.12
10053,QMT_Title_000289,QMT_Purpose_000289,击杀周围的铁甲贝斯帕德,击杀铁甲贝斯帕德,1,532,0,3,0,2000,1874.33|5026.25|123.12
10054,QMT_Title_000290,QMT_Purpose_000290,收集周围的补给马车碎片,收集马车碎片,3,20019,0,4,1,2000,1899.70|5052.73|127.87
10055,QMT_Title_000291,QMT_Purpose_000291,红色药草采集各地,红色药草采集,3,20020,0,4,1,2000,1939.13|5021.68|139.73
10062,QMT_Title_000292,QMT_Purpose_000292,使用屏障安装工具,使用屏障安装工具,4,20035,0,1,1,2000,1954.88|5043.91|137.86
10063,QMT_Title_000293,QMT_Purpose_000293,去破坏贝斯帕德窝里的蛋,破坏贝斯帕德的蛋,1,534,0,4,0,2000,1985.63|5080.63|142.18
10065,QMT_Title_000294,QMT_Purpose_000294,罗素通过挂件布鲁诺,布鲁诺货物交付给,7,20037,0,1,1,2000,1966.63|5027.50|140.03
10071,QMT_Title_000295,QMT_Purpose_000295,侦察员戴夫和谈话,戴夫和谈话,2,1031,0,1,0,2000,1716.81|5058.53|67.07
10072,QMT_Title_000296,QMT_Purpose_000296,迪诺球探搜查了河的地精营地,迪诺球探搜索,2,1033,0,1,0,2000,1621.91|5104.75|70.05
10073,QMT_Title_000297,QMT_Purpose_000297,使用艾林河信号弹，找到球探迪诺,使用信号弹,4,20176,0,1,1,2000,1621.91|5104.75|70.05
10074,QMT_Title_000298,QMT_Purpose_000298,戴夫发表了密码精灵,地精密码交付,7,20024,0,1,1,2000,1716.81|5058.53|67.07
10075,QMT_Title_000299,QMT_Purpose_000299,哥布林营地击杀哥布林抢夺者,干掉哥布林抢夺者,1,541,0,4,0,2000,1601.40|5059.06|74.24
10077,QMT_Title_000300,QMT_Purpose_000300,击杀哥布林，收集侦察兵徽章,收集徽章,3,20154,0,4,1,2000,1601.40|5059.06|74.24
10078,QMT_Title_000301,QMT_Purpose_000301,击杀受支配的北神,击杀受支配的北神,1,547,0,4,0,2000,1594.06|4978.41|68.56
10079,QMT_Title_000302,QMT_Purpose_000302,击杀哥布林营地的哥布林诅咒师,击杀哥布林诅咒师,1,542,0,3,0,2000,1596.41|4921.02|69.52
10080,QMT_Title_000303,QMT_Purpose_000303,击杀哥布林诅咒师后，回收黑暗弹珠,收集黑暗弹珠,3,20177,0,3,1,2000,1596.41|4921.02|69.52
10081,QMT_Title_000304,QMT_Purpose_000304,肉干从地精营地洗劫一空,肉干抢劫,3,20178,0,4,1,2000,1603.70|4915.16|70.29
10082,QMT_Title_000305,QMT_Purpose_000305,击杀哥布林战斗队长,击杀哥布林战斗队长,1,545,0,1,0,2000,1607.66|4837.45|67.12
10083,QMT_Title_000306,QMT_Purpose_000306,拿下哥布林战斗队长的首级,拿下哥布林战斗队长的首级,3,20031,0,1,1,2000,1607.66|4837.45|67.12
10085,QMT_Title_000307,QMT_Purpose_000307,密封宝箱加泰罗尼亚牧师传递到难民营,密封百宝箱交货,7,20026,0,1,1,2000,1766.48|5305.57|71.94
10087,QMT_Title_000308,QMT_Purpose_000308,为女孩护航,护送女孩去难民村,5,4410,0,1,0,2000,1760.52|5314.77|72.04
10090,QMT_Title_000309,QMT_Purpose_000309,民团领导劳埃德谈话,劳埃德和会话,2,1053,0,1,0,2000,1761.18|5306.00|69.28
10091,QMT_Title_000310,QMT_Purpose_000310,难民村前击杀刀牙一族追击者,击杀刀齿追击者,1,551,0,4,0,2000,1856.05|5273.82|66.63
10092,QMT_Title_000311,QMT_Purpose_000311,击杀刀牙一族追击者后，收集刀牙一族的武器,刀齿部族武器收缴,3,20038,0,4,1,2000,1856.05|5273.82|66.63
10093,QMT_Title_000312,QMT_Purpose_000312,使用屏障安装工具从营门口,使用屏障安装工具,4,20180,0,1,1,2000,1812.11|5258.02|67.47
10094,QMT_Title_000313,QMT_Purpose_000313,民团搜索,民团搜索,2,1063,0,1,0,2000,1912.98|5281.67|67.92
10096,QMT_Title_000314,QMT_Purpose_000314,罗尼与对话,罗尼与对话,2,1072,0,1,0,2000,1954.73|5359.19|60.77
10101,QMT_Title_000315,QMT_Purpose_000315,击杀钢牙鲁沛利,击杀钢牙鲁沛利,1,566,0,1,0,2000,1971|5450|75
