TID,Type,EngTitle,EngMainScript,EngProgressScript,EngFinishScript,EngMiniBarFinish,LocalTitle,LocalMainScript,LocalProgressScript,LocalFinishScript,LocalMiniBarFinish,Area,Grade,Level,Repeat,RepeatDay,Share,StartType,StartValue,StartCinemaTID,FinishType,FinishValue,FinishCinemaTID,TimeOut,PrevQuest,NextQuest,DemandRace,DemandLowLv,DemandMaxLv,DemandWeapon,DemandWLv,GiveItem1,GiveItemCnt1,GiveItem2,GiveItemCnt2,EventTID,MissionTID,RewardTID,DropTID
65,0,QUT_Title_000026,QUT_Main_000026,QUT_Progress_000026,QUT_Finish_000026,QUT_Mini_000026,封印的准备,"古代之门原来是和神所在的天界连接的中间通道.在神睡觉时便和天界断了连接这时古代之门的作用也就消失了.虽然古代之门的作用消失了但到现在为止古代之门并没有消失. /n /n像现在一样古代之门存在着愤怒力量.不知道它何时再次伸出魔爪.如果不是特定存留那么最好封印着无法使用的古代之门/n /n为了封印古代之门需要大量圣水和噩梦之花.虽然圣水是我们教团负责的,需要向$GetName()寻求噩梦之花. /n /n恰好古代之门周围 <TC '163:21:21' Text'生长着噩梦之花' />所以噩梦之花并不难找.",为了制作封印的卷轴请收集<TC '163:21:21' Text'噩梦之花' />,来找噩梦之花.辛苦了.,阿波yireyi交谈。,1102,0,20,0,0,1,1,1337,0,1,1337,0,0,64,66,1|3,20,99,0,0,0,0,0,0,0,65,100065,0
66,0,QUT_Title_000027,QUT_Main_000027,QUT_Progress_000027,QUT_Finish_000027,QUT_Mini_000027,封印!古代之门,封印的卷轴完好无损.为了发挥在短期间内形成的正常效果需要封印石. /n /n因为封印的力量很弱为了阻止封印意识中充满黑暗气息的古代之门要将它实体化.封印完成后应该干掉被实体化的黑暗存在. /n /n<TC '163:21:21' Text'使用在古代之门' /> <TC '163:21:21' Text'封印的卷轴后' />卷轴后 <TC '163:21:21' Text'请干掉' />黑暗的存在.,在<TC '163:21:21' Text'古代之门' />使用<TC '163:21:21' Text'封印卷轴' />之后请干掉出现的 <TC '163:21:21' Text'黑暗存在' />,幸运的是封印意识和想象中一样是完整的.现在我们不具备指定条件所以无法使用存在的古代之门.,阿波yireyi交谈。,1102,0,20,0,0,0,1,1337,0,1,1337,0,0,65,0,1|3,20,99,0,0,20100,1,0,0,0,66|67,100066,0
67,0,QUT_Title_000028,QUT_Main_000028,QUT_Progress_000028,QUT_Finish_000028,QUT_Mini_000028,最终报告,进行封印仪式的堕落存在们正在消失.那么使用我的移动卷轴 <TC '163:21:21' Text'' /> <TC '163:21:21' Text'给红衣主教艾丽西亚' />报告现在情况并接受新任务. /n /n像这地方一样在前方请$GetName()帮助我们干掉堕落的存在者们. ,使用我给的<TC '163:21:21' Text'移动卷轴' />向<TC '163:21:21' Text'斯蒂尔普瑞' />移动后给红衣主教 <TC '163:21:21' Text'艾丽西亚' />报告现在的情况.,辛苦了.一件大事结束了.像易雷亚所说的一样混乱在绿色草原已不是问题.,谈话与艾丽西亚。,1102,0,21,0,0,0,1,1337,0,1,1045,0,0,66,0,1|3,21,99,0,0,20221,1,0,0,0,68,100067,0
70,0,QUT_Title_000029,QUT_Main_000029,QUT_Progress_000029,QUT_Finish_000029,QUT_Mini_000029,新的挑战,异界之神克莱西亚建造竞技场是神之旨意. /n /n异界之神具有强大的权能连光之神殿的克莱西亚也很好奇他的目的. /n /n$GetName()可以把握竞技场的挑战情况吗? /n /n????? ????? ???? ?????? ?? ??? ?? ???? ????? ??? ?? ? ?? ???克莱西亚战斗团的. /n /n在克莱西亚德竞技场请确认处置哥布林狂战士，暗杀者，战斗魔法师的情况.,????处理在派对人克莱西亚的竞技场的哥布林狂战士，暗杀者，战斗魔法师并请确认竞技场的状况.,现在好像没有特别的事情了. 然而好像无法安心. /n /n以后如果时间充裕的话请定期在竞技场尝试挑战. 格拉希安提出的所有战争胜利的话不知道是否会有其它条件出现.,阿波yireyi交谈。,1102,4,20,0,0,0,1,1337,0,1,1337,0,0,0,0,1|3,99,99,0,0,0,0,0,0,0,70|71|72,100070,0
101,0,QUT_Title_000030,QUT_Main_000030,QUT_Progress_000030,QUT_Finish_000030,QUT_Mini_000030,格拉希安的失踪,管理地方军的 <TC '163:21:21' Text'格拉希安 ' />失踪了受余波影响地方军支援和管理出现了问题.但在斯蒂尔普瑞领导部门并没有发生严重的问题. /n /n不知他们是否知道原因… /n /n虽然我们可以直接插手斯蒂尔普瑞问题但也需要充分地名义.那么请代替我向总参谋长爱德华传达. /n /n万一搜查人手不够我们光之寺院可以提供帮助. /n /n虽然不会拒绝.但是现在已充分足够了.对我们来说已有必要名分来介入斯蒂尔普瑞内部问题了.,向总参谋长<TC '163:21:21' Text'爱德华' />传达我的意思.,什么? 在光之寺院提供? 不需要他们的帮助就不用告诉上司.,谈话与爱德华。,1101,0,21,0,0,0,1,1045,0,1,1043,0,0,0,102,1|3,21,99,0,0,0,0,0,0,0,101,100101,0
102,0,QUT_Title_000031,QUT_Main_000031,QUT_Progress_000031,QUT_Finish_000031,QUT_Mini_000031,荒唐的回答,向光之寺院明确传达.继续参与斯蒂尔普瑞内部事情的话自己也要采取措施.,向光之寺院准确地传达.,果然是这样.是想象中如实的反映.那么现在我们也开始各自的行动吧. ,谈话与艾丽西亚。,1101,0,21,0,0,0,1,1043,0,1,1045,0,0,101,103,1|3,21,99,0,0,0,0,0,0,0,102,100102|401187|401188,0
103,0,QUT_Title_000032,QUT_Main_000032,QUT_Progress_000032,QUT_Finish_000032,QUT_Mini_000032,艾丽西亚的托付,现在我们要处理的问题大致有三种.其中第一个是我们要掌握斯蒂尔普瑞内部事情.除此之外 $GetName()第二个是格拉希安去向问题第三个问题是保管红石荒芜地的救援请求. /n /n格拉希安恰好在红石荒芜地发现了情报员的报告.帮助红石军团的话可能会找到格拉希安的去向. /n /n由于时间不足 <TC '163:21:21' Text'请使用我的水晶球' />现在立即向<TC '163:21:21' Text'红石荒芜地' />移动.,使用<TC '163:21:21' Text'水晶球' />现在请立即向<TC '163:21:21' Text'红石荒芜地' />移动.,"虽然听说帮助我们的人才已经出发了,但是不知道绿色草原的英雄竟然直接来了.有点惊慌.哈哈哈.",唐纳德雷和对话。,1101,0,21,0,0,0,1,1045,0,1,2011,0,0,102,0,1|3,21,99,0,0,20300,1,0,0,0,103,100103|401185|401186,0
111,0,QUT_Title_000033,QUT_Main_000033,QUT_Progress_000033,QUT_Finish_000033,QUT_Mini_000033,可疑的场所,沐恩发现了充满阴暗之气的地方.不管怎么说 <TC '163:21:21' Text'应该告诉给' />附近的光之司祭.,最好让在附近的<TC '163:21:21' Text'光之司祭' />知道这个事情., 究竟说的是什么还不能告诉. 但是$GetName()有种奇怪的感觉有必要调查一下.,谈话与伊利亚。,1103,0,21,0,0,0,1,2022,0,1,2012,0,0,0,112,1|3,21,99,0,0,0,0,0,0,0,111,100111,0
112,0,QUT_Title_000034,QUT_Main_000034,QUT_Progress_000034,QUT_Finish_000034,QUT_Mini_000034,大地的记忆,在像红石荒芜地一样充满浓郁气息大地上 <TC '163:21:21' Text'使用大地的结晶' />使用时会唤醒过去的记忆. /n /n$GetName()在感知充满阴暗之气的场所 <TC '163:21:21' Text'请使用' />我携带的大地的结晶.,在一个阴沉气息的场所请使用 <TC '163:21:21' Text'大地的结晶' />,"看见三只角的哈利伊德了吗? /n /n真是好奇怪呀.哈利伊德现在还被封印着... /n /n万一哈利伊德在封印处被释放的了话, 在光之寺院发现了红衣主教大司祭.不是说无法相信/n /n$GetName(),问题就是我们还需要再调查一下. ",谈话与伊利亚。,1103,0,21,0,0,0,1,2012,0,1,2012,0,0,111,0,1|3,21,99,0,0,20309,1,0,0,0,112,100112|401139|401140|401141|401331|401332|401333,0
121,0,QUT_Title_000035,QUT_Main_000035,QUT_Progress_000035,QUT_Finish_000035,QUT_Mini_000035,格拉希安的朋友,对格拉希安而言我们什么都不知道.但是正好有一位什么都知道的人在这儿. /n /n<TC '163:21:21' Text'挖掘团长布朗汉' />是格拉希安的好朋友.所以向布朗汉打探消息是明智之举.,向<TC '163:21:21' Text'布朗汉' />发掘团长提问格拉希安的行踪.,盗贼团将我到现在为止的研究都扔掉了.盗贼团将我所有的东西都偷走了!,胸罩应该有一个交谈。,1103,0,22,0,0,0,1,2032,0,1,2034,0,0,11027,122,1|3,22,99,0,0,0,0,0,0,0,121,100121,0
122,0,QUT_Title_000036,QUT_Main_000036,QUT_Progress_000036,QUT_Finish_000036,QUT_Mini_000036,布朗汉的愤怒,"<TC '163:21:21' Text'干掉' />盗贼团! /n /n虽然我不知道他们的目的是什么, 但是他们给我说过<TC '163:21:21' Text'必须' />干掉盗贼团! /n /n我用尽一生挖掘的开采地必须要收回. /n /n不惜花费使用任何方法!",请干掉<TC '163:21:21' Text'盗贼团' />!,要干掉盗贼团吗? 真的吗? 那么看来开采地引发骚乱了...如果是事实的话会报答你的.,胸罩应该有一个交谈。,1103,0,22,0,0,1,1,2034,0,1,2034,0,0,121,123,1|3,22,99,0,0,0,0,0,0,0,122,100122|401142|401143|401144|401334|401335|401336,0
123,0,QUT_Title_000037,QUT_Main_000037,QUT_Progress_000037,QUT_Finish_000037,QUT_Mini_000037,布朗汉的健忘症,嗯?想知道格拉希安的行踪吗? /n /n最近在这边确实听到了这个消息… /n /n但是没有记住... /n /n最近收到的信上写着什么都不要担心的话. /n /n不管怎么说在这种情况之下还是想知道格拉希安的行踪 <TC '163:21:21' Text'请在开采地' /> <TC '163:21:21' Text'寻找' />文件箱.,找出在<TC '163:21:21' Text'发掘地' />的<TC '163:21:21' Text'文件箱' />,哇哦.文件箱带来了啊.那么等一下再看.格拉希安的信上写着这个家伙的目的地.,胸罩应该有一个交谈。,1103,0,22,0,0,1,1,2034,0,1,2034,0,0,122,0,1|3,22,99,0,0,0,0,0,0,0,123,100123|401145|401146|401147|401337|401338|401339,0
131,0,QUT_Title_000038,QUT_Main_000038,QUT_Progress_000038,QUT_Finish_000038,QUT_Mini_000038,布朗汉的回答,呵 …你带来的文件箱中确实有格拉希安最近寄出去的信. /n /n但问题是和平时的笔迹不像. /n /n收到信时因为没有力气就大致读了一下丢掉了… /n /n现在看好像是在被什么追赶的情况下写的. /n /n应该有什么重要信息，我现在要对你做一下大致了解.你的名声还是很好的.所以我就先相信你了我将给你所有情报. /n /n从信记载的内容来看格拉希安好像受到了什么危险.但他并没有屈服反而想处理掉了危险并作一些调查. /n /n是在紧急情况下写的，虽然内容不多但是好像经过了附近的地方.下一个要去的地方是 <TC '163:21:21' Text'卢安克 巢穴' />好像在那里调查到了什么正在写.,在<TC '163:21:21' Text'卢安克洞穴' />调查格拉希安进行之事.,这一地域感受到了邪恶气息. 格拉希安调查的一个地方好像能感受到.,检查废墟。,1103,0,23,0,0,0,1,2034,0,1,2042,0,0,11042,132,1|3,23,99,0,0,0,0,0,0,0,131,100131|401148|401149|401150|401340|401341|401342,0
132,0,QUT_Title_000039,QUT_Main_000039,QUT_Progress_000039,QUT_Finish_000039,QUT_Mini_000039,格拉希安的痕迹,要管理这一区域好像需要做个调查. 向周围的<TC '163:21:21' Text'光之司祭' />寻求帮助.,好像有必要调查这个地域的关联.向周围所在的<TC '163:21:21' Text'光之司祭' />请求提供帮助.,调查格拉希安的行踪发现了和内特的采石场相似的地域吗? /n /n在内特的采石场发现的这个地方有哈利伊德的痕迹. 所有这次好像发现了哈利伊德的痕迹. /n /n追踪格拉希安的行踪要发现哈利伊德的痕迹吗?如果要掌握事实的话看起来是恰当的决定.,在Lua和对话。,1103,0,23,0,0,0,1,2042,0,1,2031,0,0,131,134,1|3,23,99,0,0,0,0,0,0,0,132,100132,0
134,0,QUT_Title_000040,QUT_Main_000040,QUT_Progress_000040,QUT_Finish_000040,QUT_Mini_000040,新的线索,呈递上我携带的 <TC '163:21:21' Text'大地的结晶' /> 已经试用一次了现在应该知道使用方法了吧? /n /n在可疑的 <TC '163:21:21' Text'卢安克巢穴' /> <TC '163:21:21' Text'请使用' />大地的结晶.那个地方无论发生什么事都可以得到确认.,在卢安克洞穴<TC '163:21:21' Text'可疑场所' />请使用 <TC '163:21:21' Text'大地的结晶' />,"果然格拉希安在追击哈利伊德.如果能确认过去记忆的话就更好了, 因为大地的记忆不是无限制的. 这次满意了.",在Lua和对话。,1103,0,23,0,0,0,1,2031,0,1,2031,0,0,132,0,1|3,23,99,0,0,20330,1,0,0,0,134,100134|401151|401152|401153|401343|401344|401345,0
141,0,QUT_Title_000041,QUT_Main_000041,QUT_Progress_000041,QUT_Finish_000041,QUT_Mini_000041,持续的搜索,$GetName()和我们都在搜索格拉希安的行踪.幸好没有白费努力我们在红蝎子盗贼团藏身处找到了可疑场所. /n /n这次也是 <TC '163:21:21' Text'使用大地的结晶' />那个地方无论发生什么事都可以得到确认. /n /n我给的<TC '163:21:21' Text'大地的结晶' />请在发现哈利伊德痕迹的 <TC '163:21:21' Text'盗贼团藏身处' />使用.,使用<TC '163:21:21' Text'大地的结晶' />请在盗贼团隐身处存在的<TC '163:21:21' Text'哈利伊德痕迹' />使用.,呵呵… 格拉希安好像阻止了哈利伊德的计划. 但是哈利伊德并没有停止. /n /n从现在情况来看哈利伊德和盗贼团是同盟. 不... 这只是单纯的想法.,该的Recaro和对话。,1103,0,24,0,0,0,1,2031,0,1,2043,0,0,11060,0,1|3,24,99,0,0,20388,1,0,0,0,141,100141|401137|401138|401346|401347,0
151,0,QUT_Title_000042,QUT_Main_000042,QUT_Progress_000042,QUT_Finish_000042,QUT_Mini_000042,不幸中的大幸,"干掉盗贼团的副头目就会稍微松一口气,话说这次盗贼团和戴姆里伸联合起来了. /n /n虽然伤脑筋的问题不断发生,但是我们要先处理剩下剩余的事情. 那么 $GetName() <TC '163:21:21' Text'向克雷塔村庄' />移动. /n /n我们红石军团的指挥者 <TC '163:21:21' Text'克林森' />将军和在<TC '163:21:21' Text'矿山村庄克雷塔' />联络. /n /n使用和风一样快速消失的<TC '163:21:21' Text'紧急移动订单' />请立即移动.",使用<TC '163:21:21' Text'紧急移动卷轴' />向<TC '163:21:21' Text'克雷塔村庄' />移动后<TC '163:21:21' Text'克林森' />将军见面.,噢.你就是有名的 $GetName()? /n /n说你寻找格拉希安的故事. 没想到不远万里来到这里.,深红和对话。,1103,0,25,0,0,0,1,2044,0,1,2051,0,0,11082,152,1|3,25,99,0,0,20224,1,0,0,0,151,100151,0
152,0,QUT_Title_000043,QUT_Main_000043,QUT_Progress_000043,QUT_Finish_000043,QUT_Mini_000043,黑暗中的斯蒂尔普瑞,你认为红石荒芜地和斯蒂尔普瑞哪一个地域更危险? /n /n大部分认为这个地方更危险.但是果真如此吗? /n /n现在立即使用<TC '163:21:21' Text'我给的移动卷轴' /><TC '163:21:21' Text'向斯蒂尔普瑞' />移动后<TC '163:21:21' Text'干掉' />附近存在的情报军官以及 <TC '163:21:21' Text'杀死' />奇怪的士兵. /n /n只有周围奇怪的士兵消失才能告诉鲁哈奈尔真实情况.那么才能直接打听斯蒂尔普瑞斯隐藏的真实.,使用<TC '163:21:21' Text'移动卷轴' />向<TC '163:21:21' Text'斯蒂尔普瑞' />移动后请干掉存在<TC '163:21:21' Text'情报军官' />附近的<TC '163:21:21' Text'奇怪士兵' />,没有周围监视者心里真的平静了好多. /n /n虽然不知道如何得知前来提供帮助但是真的很感谢.,洛哈和内尔和对话。,1103,0,25,0,0,0,1,2051,0,1,2001,0,0,151,156,1|3,25,99,0,0,20339,1,0,0,0,152|160,100152|401133|401134|401135|401136|401196,0
156,0,QUT_Title_000044,QUT_Main_000044,QUT_Progress_000044,QUT_Finish_000044,QUT_Mini_000044,救援请求,掉在周围监视我的背叛者们要不然无法轻易地将我掌握的情报泄露出去. /n /n监视者不只监视我一人. /n /n恰好发现了在光之神殿的红衣主教.所以给代替我的红衣主教 <TC '163:21:21' Text'艾丽西亚' />让她帮助传达到现在为止<TC '163:21:21' Text'所收集的' />情报.,传达给<TC '163:21:21' Text'艾丽西亚' />我到现在为止打听的<TC '163:21:21' Text'情报' />然后请求帮助.,终于在斯蒂尔普瑞内部有用的人要开始出来了.我们在这等一会吧.,谈话与艾丽西亚。,1101,0,25,0,0,1,1,2001,0,1,1045,0,0,152,154,1|3,25,99,0,0,0,0,0,0,0,156,100156,0
154,0,QUT_Title_000045,QUT_Main_000045,QUT_Progress_000045,QUT_Finish_000045,QUT_Mini_000045,暴露的真实,居住在斯蒂尔普瑞的大部分高级指挥官已经有了监视者.那么先不要监视那些信任的人吧. /n /n <TC '163:21:21' Text'我给的真实之球' />交给西门守门将<TC '163:21:21' Text'普里矛' />保管并使用. /n /n<TC '163:21:21' Text'普里矛身旁' />出现监视者时要将他杀死并向普里矛传达我们的意思.,使用<TC '163:21:21' Text'真实之球' />它是由西门守门将<TC '163:21:21' Text'普里矛' />保管的.,不可能…我周围竟然有隐身者…,该普里莫和对话。,1101,0,25,0,0,0,1,1045,0,1,1042,0,0,156,157,1|3,25,99,0,0,20340,1,0,0,0,154|161,100154,0
157,0,QUT_Title_000046,QUT_Main_000046,QUT_Progress_000046,QUT_Finish_000046,QUT_Mini_000046,普里矛的决断,"虽然知道斯蒂尔普瑞内部糟糕情况但是不知道该如何进行这件事情... /n鲁哈奈尔是这件事情的主要人物那么他是受总参谋长爱德华的指使吗? 这个和我了解到的情况是一样的所有没有必要怀疑. /n /n我要安排跟着我的卫兵.那么 <TC '163:21:21' Text'在爱德华面前' /> <TC '163:21:21' Text'' />使用我给的调令来召唤近卫兵,联合彻底制服爱德华.",请在<TC '163:21:21' Text'爱德华' />前方使用我给的<TC '163:21:21' Text'调令' />,哦… 什么？这在哪里? 等等… 稍微等一等. 有点奇怪.,谈话与爱德华。,1101,0,25,0,0,0,1,1042,0,1,1043,0,0,154,158,1|3,25,99,0,0,20342,1,0,0,0,157,100157,0
158,0,QUT_Title_000047,QUT_Main_000047,QUT_Progress_000047,QUT_Finish_000047,QUT_Mini_000047,无法相信的故事,"这个怎么会变成这样? 不是…不是很模糊,记起来了.但是绝对不是我.我说了不是我! /n /n那… 那好… <TC '163:21:21' Text'' />告诉艾汀我是冤枉的.那么 <TC '163:21:21' Text'' />请传达给艾汀.赶快!",向<TC '163:21:21' Text'艾汀' />传达故事.,摆脱成为无法掌握身边黑暗的存在的无能上官.整理成这样也比较幸运了. /n /n不要为爱德华的瞎话而伤神. 在这里也能听到爱德华的喊叫. /n /n他无用什么办法都应该为自己所犯的错而道歉.,爱丁堡和对话。,1101,0,25,0,0,0,1,1043,0,1,132,0,0,157,159,1|3,25,99,0,0,0,0,0,0,0,158,100158,0
